MESS_DATUM;N_TER;VK_TER;TT_TER;RF_TER;DK_TER;FK_TER
1950050507;8;6.0;10.4;87.0;4;3
1950050514;8;7.0;15.7;61.0;8;4
1950050521;8;5.0;10.7;89.0;4;1
1950050607;8;5.0;9.4;94.0;14;1
1950050614;8;6.0;13.6;82.0;10;2
1950050621;8;6.0;9.8;94.0;2;3
1950050707;6;6.0;9.7;89.0;4;2
1950050714;3;7.0;14.5;63.0;4;5
1950050721;7;7.0;12.0;72.0;4;4
1950050807;8;6.0;9.4;87.0;6;4
1950050814;8;6.0;11.8;73.0;6;3
1950050821;8;7.0;8.8;72.0;6;6
1950050907;8;7.0;9.6;74.0;8;3
1950050914;6;7.0;14.4;61.0;8;4
1950050921;2;8.0;8.4;74.0;6;2
1950051007;6;7.0;11.1;58.0;6;2
1950051014;4;7.0;17.2;40.0;6;2
1950051021;2;7.0;11.5;60.0;28;1
1950051107;0;6.0;12.7;67.0;28;1
1950051114;0;8.0;20.4;44.0;28;2
1950051121;1;7.0;15.9;65.0;0;0
1950051207;0;7.0;13.7;72.0;30;3
1950051214;0;8.0;21.4;45.0;30;3
1950051221;1;7.0;15.1;58.0;30;1
1950051307;0;7.0;14.2;69.0;16;1
1950051314;1;7.0;21.2;38.0;2;2
1950051321;1;6.0;15.9;65.0;24;1
1950051407;8;6.0;9.0;91.0;26;4
1950051414;0;7.0;17.3;52.0;28;4
1950051421;1;6.0;9.4;82.0;30;4
1950051507;1;7.0;10.1;70.0;6;3
1950051514;2;7.0;13.8;32.0;6;3
1950051521;5;7.0;9.6;60.0;30;2
1950051607;2;7.0;10.9;63.0;12;1
1950051614;6;6.0;15.1;37.0;20;1
1950051621;6;6.0;10.4;69.0;2;2
1950051707;8;7.0;6.5;82.0;30;2
1950051714;6;7.0;12.3;57.0;28;3
1950051721;1;7.0;8.1;65.0;26;3
1950051807;3;7.0;9.0;70.0;28;2
1950051814;8;6.0;8.1;82.0;28;2
1950051821;8;5.0;8.0;94.0;4;2
1950051907;8;6.0;8.9;91.0;32;1
1950051914;8;7.0;12.9;79.0;4;1
1950051921;5;4.0;11.0;94.0;0;0
