STATIONS_ID;MESS_DATUM;QN_4;TT_TER;RF_TER;eor
       2306;1978031707;    5;    0.0;  80.0;eor
       2306;1978031714;    5;   -0.3;  54.0;eor
       2306;1978031721;    5;   -2.7;  55.0;eor
       2306;1978031807;    5;   -4.8;  83.0;eor
       2306;1978031814;    5;    0.2;  90.0;eor
       2306;1978031821;    5;    0.3;  96.0;eor
       2306;1978031907;    5;   -0.8;  97.0;eor
       2306;1978031914;    5;   -2.0;  53.0;eor
       2306;1978031921;    5;   -5.0;  84.0;eor
       2306;1978032007;    5;   -0.6;  96.0;eor
       2306;1978032014;    5;    5.0;  80.0;eor
       2306;1978032021;    5;    2.2;  84.0;eor
       2306;1978032107;    5;    0.0;  93.0;eor
       2306;1978032114;    5;    0.7;  84.0;eor
       2306;1978032121;    5;   -1.6;  76.0;eor
       2306;1978032207;    5;   -5.7;  86.0;eor
       2306;1978032214;    5;    1.6;  73.0;eor
       2306;1978032221;    5;    2.1;  85.0;eor
       2306;1978032307;    5;    2.2;  95.0;eor
       2306;1978032314;    5;    7.3;  52.0;eor
       2306;1978032321;    5;    3.2;  83.0;eor
       2306;1978032407;    5;    2.8;  90.0;eor
       2306;1978032414;    5;    6.6;  77.0;eor
       2306;1978032421;    5;    4.5;  93.0;eor
       2306;1978032507;    5;    1.9;  92.0;eor
       2306;1978032514;    5;    5.2;  90.0;eor
       2306;1978032521;    5;    2.8;  90.0;eor
       2306;1978032607;    5;    2.7;  94.0;eor
       2306;1978032614;    5;    4.0;  86.0;eor
       2306;1978032621;    5;    4.4;  81.0;eor
       2306;1978032707;    5;    3.2;  86.0;eor
       2306;1978032714;    5;    9.0;  76.0;eor
       2306;1978032721;    5;    6.8;  96.0;eor
       2306;1978032807;    5;    5.5;  97.0;eor
       2306;1978032814;    5;   12.8;  55.0;eor
       2306;1978032821;    5;   10.6;  83.0;eor
       2306;1978032907;    5;    9.4;  84.0;eor
       2306;1978032914;    5;   12.2;  69.0;eor
       2306;1978032921;    5;    6.0;  83.0;eor
       2306;1978033007;    5;    7.0;  92.0;eor
       2306;1978033014;    5;    5.2;  99.0;eor
       2306;1978033021;    5;    4.6;  94.0;eor
       2306;1978033107;    5;    4.5;  96.0;eor
       2306;1978033114;    5;    7.3;  82.0;eor
       2306;1978033121;    5;    5.6;  97.0;eor
       2306;1978040107;    5;    3.5;  99.0;eor
       2306;1978040114;    5;    4.0;  97.0;eor
       2306;1978040121;    5;    3.6; 100.0;eor
       2306;1978040207;    5;    2.2; 100.0;eor
       2306;1978040214;    5;    3.7;  95.0;eor
       2306;1978040221;    5;    3.1;  94.0;eor
       2306;1978040307;    5;    3.1;  92.0;eor
       2306;1978040314;    5;    3.3;  92.0;eor
       2306;1978040321;    5;    2.2;  97.0;eor
       2306;1978040407;    5;    2.1;  98.0;eor
       2306;1978040414;    5;    4.5;  88.0;eor
       2306;1978040421;    5;    3.2;  71.0;eor
       2306;1978040507;    5;    2.0;  74.0;eor
       2306;1978040514;    5;    4.8;  66.0;eor
       2306;1978040521;    5;    1.4;  80.0;eor
       2306;1978040607;    5;   -0.8;  96.0;eor
       2306;1978040614;    5;    4.1;  60.0;eor
       2306;1978040621;    5;   -0.6;  93.0;eor
       2306;1978040707;    5;    0.9;  86.0;eor
       2306;1978040714;    5;    6.4;  76.0;eor
       2306;1978040721;    5;    4.5;  88.0;eor
       2306;1978040807;    5;    1.6;  98.0;eor
       2306;1978040814;    5;    7.1;  76.0;eor
       2306;1978040821;    5;    2.8;  95.0;eor
       2306;1978040907;    5;    4.1;  84.0;eor
       2306;1978040914;    5;   12.3;  41.0;eor
       2306;1978040921;    5;    6.4;  65.0;eor
       2306;1978041007;    5;    4.4;  74.0;eor
       2306;1978041014;    5;    9.5;  55.0;eor
       2306;1978041021;    5;    5.0;  88.0;eor
       2306;1978041107;    5;    4.0;  81.0;eor
       2306;1978041114;    5;    6.8;  81.0;eor
       2306;1978041121;    5;    2.6;  78.0;eor
       2306;1978041207;    5;    1.6;  92.0;eor
       2306;1978041214;    5;    6.4;  58.0;eor
       2306;1978041221;    5;    2.0;  92.0;eor
       2306;1978041307;    5;    1.9;  98.0;eor
       2306;1978041314;    5;    5.4;  73.0;eor
       2306;1978041321;    5;    1.8;  98.0;eor
       2306;1978041407;    5;    3.0;  91.0;eor
       2306;1978041414;    5;    4.9;  84.0;eor
       2306;1978041421;    5;    4.2;  90.0;eor
       2306;1978041507;    5;    3.9;  78.0;eor
       2306;1978041514;    5;    7.8;  46.0;eor
       2306;1978041521;    5;    3.8;  74.0;eor
       2306;1978041607;    5;    1.4;  86.0;eor
       2306;1978041614;    5;    8.2;  47.0;eor
       2306;1978041621;    5;    2.8;  76.0;eor
       2306;1978041707;    5;    2.2;  81.0;eor
       2306;1978041714;    5;    6.0;  71.0;eor
       2306;1978041721;    5;    3.4;  70.0;eor
       2306;1978041807;    5;    4.5;  78.0;eor
       2306;1978041814;    5;    8.4;  65.0;eor
       2306;1978041821;    5;    4.7;  83.0;eor
       2306;1978041907;    5;    4.9;  67.0;eor
       2306;1978041914;    5;    6.0;  73.0;eor
       2306;1978041921;    5;    4.0;  84.0;eor
       2306;1978042007;    5;    4.0;  86.0;eor
       2306;1978042014;    5;    4.5;  91.0;eor
       2306;1978042021;    5;    4.8;  97.0;eor
       2306;1978042107;    5;    4.8; 100.0;eor
       2306;1978042114;    5;    8.5;  81.0;eor
       2306;1978042121;    5;    5.8;  93.0;eor
       2306;1978042207;    5;    5.9;  97.0;eor
       2306;1978042214;    5;    6.9;  95.0;eor
       2306;1978042221;    5;    4.2;  97.0;eor
       2306;1978042307;    5;    3.0;  98.0;eor
       2306;1978042314;    5;    6.1;  97.0;eor
       2306;1978042321;    5;    4.2;  97.0;eor
       2306;1978042407;    5;    4.6;  99.0;eor
       2306;1978042414;    5;    8.4;  77.0;eor
       2306;1978042421;    5;    4.6;  82.0;eor
       2306;1978042507;    5;    4.0;  78.0;eor
       2306;1978042514;    5;    5.9;  70.0;eor
       2306;1978042521;    5;    4.0;  82.0;eor
       2306;1978042607;    5;    3.2;  66.0;eor
       2306;1978042614;    5;    4.6;  60.0;eor
       2306;1978042621;    5;    2.8;  75.0;eor
       2306;1978042707;    5;    3.0;  72.0;eor
       2306;1978042714;    5;    4.9;  65.0;eor
       2306;1978042721;    5;    3.2;  81.0;eor
       2306;1978042807;    5;    3.2;  88.0;eor
       2306;1978042814;    5;    4.6;  78.0;eor
       2306;1978042821;    5;    3.4;  86.0;eor
       2306;1978042907;    5;    4.3;  81.0;eor
